age,income,loan_amount,credit_history_years,num_accounts,employment_type,education,target
47,46289.37,16080.92,0,1,employed,secondary,1
22,40319.03,2587.28,14,7,employed,secondary,1
19,47228.48,13245.6,7,2,self_employed,secondary,0
35,61994.21,29339.14,5,2,employed,bachelor,1
56,55583.62,16051.33,5,5,unemployed,secondary,0
25,74205.5,10482.83,3,8,self_employed,phd,1
62,86094.63,1000.0,1,3,employed,bachelor,1
30,40483.23,26042.45,13,6,employed,secondary,1
43,45321.02,14439.33,1,1,self_employed,phd,0
28,31275.21,1000.0,5,2,self_employed,bachelor,1
42,100607.46,7605.87,2,7,employed,secondary,1
41,66093.39,4779.7,13,1,unemployed,secondary,1
18,69596.05,13946.05,3,4,employed,bachelor,0
47,33195.83,16658.71,5,5,unemployed,bachelor,0
58,59976.6,10974.26,11,1,unemployed,bachelor,1
66,70184.96,21216.37,8,9,employed,master,1
35,54944.85,15630.42,5,5,employed,bachelor,0
63,81514.11,23498.5,8,4,employed,master,1
63,106236.62,12142.45,6,9,employed,bachelor,1
69,41058.74,39362.6,4,6,self_employed,bachelor,0
37,39558.26,10484.09,8,7,employed,secondary,1
62,42444.88,7773.36,5,1,self_employed,bachelor,1
47,92123.98,6789.6,14,2,unemployed,bachelor,1
21,80847.11,13312.47,6,1,unemployed,bachelor,0
32,57289.44,1243.71,11,5,employed,bachelor,1
52,60731.19,17356.5,3,8,unemployed,bachelor,0
26,43669.13,1000.0,9,9,employed,bachelor,1
40,77800.54,16293.37,8,6,employed,bachelor,1
58,52401.96,4189.99,11,1,employed,bachelor,0
25,54798.47,11949.65,6,6,self_employed,master,0
43,72175.8,19836.32,10,6,employed,bachelor,1
29,56240.1,33432.3,0,6,employed,bachelor,0
45,55300.68,6376.0,10,7,employed,bachelor,1
30,60211.5,13797.46,11,6,unemployed,bachelor,0
68,75907.11,9209.93,7,7,employed,master,1
21,92929.86,8041.04,0,5,self_employed,master,1
68,71709.72,9280.21,8,2,self_employed,master,0
59,76066.28,21592.53,11,1,employed,master,0
62,56002.92,11095.55,6,9,employed,bachelor,1
62,45844.04,32994.5,1,4,employed,master,0
27,73079.72,18327.83,5,3,employed,master,1
66,63424.82,6919.91,14,3,unemployed,master,1
48,31547.43,12066.36,4,1,employed,master,1
68,53438.61,8585.22,7,9,self_employed,bachelor,0
63,58342.06,21400.55,5,1,self_employed,bachelor,0
48,49790.84,1889.76,10,2,unemployed,bachelor,0
37,89634.71,4272.39,6,5,employed,bachelor,1
24,69596.78,10267.63,5,4,unemployed,bachelor,0
23,87463.5,20463.57,8,1,self_employed,secondary,0
38,65268.51,24864.48,8,3,employed,bachelor,0
60,61627.76,26044.34,7,8,self_employed,bachelor,1
44,41268.04,19238.41,3,3,employed,bachelor,0
43,60238.59,14336.88,1,8,self_employed,secondary,1
30,60261.08,21357.01,10,4,self_employed,secondary,0
47,32657.72,5844.0,5,1,self_employed,bachelor,0
51,49209.45,1000.0,9,1,unemployed,bachelor,0
69,53534.35,18493.1,5,8,self_employed,secondary,0
55,68269.59,6954.57,12,4,employed,secondary,1
49,69227.0,14477.55,10,9,employed,bachelor,1
65,48373.63,15957.02,6,8,unemployed,secondary,0
40,69377.39,16984.96,4,1,self_employed,secondary,1
66,56358.42,22502.33,11,3,unemployed,bachelor,0
37,10000.0,21656.6,0,7,employed,bachelor,0
24,50305.96,16560.0,0,1,employed,phd,0
39,81579.77,11463.88,1,9,unemployed,secondary,1
24,26363.88,15862.1,5,2,self_employed,secondary,0
24,62253.82,10230.32,7,8,employed,secondary,0
63,91705.22,13428.57,4,8,employed,bachelor,0
59,44787.74,35945.39,2,5,unemployed,secondary,0
29,60042.98,16457.52,4,8,self_employed,secondary,0
61,33919.67,18601.96,7,8,employed,bachelor,1
21,92544.62,9356.15,4,7,employed,bachelor,0
32,58333.35,23160.59,8,7,employed,bachelor,0
54,60932.54,21082.18,5,4,employed,bachelor,0
33,87086.01,21138.82,14,3,employed,master,0
55,73229.57,16719.13,14,8,employed,bachelor,1
63,42487.43,23273.52,9,3,self_employed,secondary,1
21,47054.44,25173.48,8,4,employed,bachelor,0
19,69898.63,17264.79,0,5,self_employed,secondary,1
66,47517.58,14083.1,9,4,employed,secondary,1
45,17655.13,22156.57,5,4,employed,bachelor,1
44,58935.18,7767.0,4,6,employed,secondary,1
42,30395.75,9256.32,11,3,employed,secondary,0
40,92325.64,14573.6,0,9,self_employed,bachelor,0
53,63535.75,1069.14,3,2,unemployed,master,0
48,41896.5,21620.76,11,4,self_employed,secondary,0
26,46027.35,7296.69,13,8,self_employed,bachelor,1
50,22212.05,11228.07,7,5,unemployed,phd,0
52,38010.76,13293.76,7,7,self_employed,secondary,1
23,80326.46,15314.29,14,6,employed,bachelor,1
37,104635.72,12250.77,1,3,self_employed,secondary,1
59,74527.93,14461.03,7,7,employed,master,1
50,58159.15,14522.98,3,3,employed,secondary,1
25,51360.81,11423.75,7,7,self_employed,secondary,1
20,40870.08,8814.44,13,2,self_employed,phd,0
48,101195.32,23651.79,8,7,employed,bachelor,1
42,56225.03,1000.0,14,2,unemployed,secondary,0
67,102312.6,13354.28,7,8,employed,master,1
45,87870.39,11248.8,12,6,self_employed,master,1
66,25184.07,18350.33,2,1,unemployed,bachelor,0
29,46680.95,3365.66,4,1,employed,secondary,0
41,46619.1,11001.72,4,2,unemployed,secondary,1
25,58403.07,14181.12,11,9,self_employed,master,1
47,58793.71,23560.59,7,6,self_employed,secondary,0
27,119924.78,17657.48,3,3,unemployed,secondary,0
43,38455.44,5532.09,2,3,self_employed,secondary,0
35,64579.4,11100.19,5,1,employed,secondary,1
27,72330.15,22088.41,2,2,self_employed,bachelor,0
23,59968.56,5393.8,10,8,employed,bachelor,1
44,62203.61,14370.85,12,6,employed,secondary,1
67,39103.82,14927.04,14,4,employed,secondary,1
28,62129.72,11913.74,3,1,employed,secondary,0
39,70227.98,36566.01,6,4,self_employed,secondary,0
29,66552.01,11698.15,7,4,unemployed,secondary,0
60,71404.02,18598.12,7,2,unemployed,bachelor,0
39,88252.16,8869.59,6,6,employed,secondary,1
68,78739.33,19221.98,3,6,employed,secondary,1
30,61425.89,21966.3,1,9,employed,bachelor,0
22,36564.83,10296.29,6,4,employed,bachelor,1
48,47999.89,14562.39,1,3,employed,bachelor,0
51,55607.38,7837.76,0,8,employed,phd,0
69,65046.92,5844.77,7,4,unemployed,secondary,1
63,50433.34,23294.36,12,6,employed,secondary,1
63,41285.34,10567.99,8,7,self_employed,secondary,1
50,36236.03,1000.0,0,8,unemployed,secondary,0
36,26976.44,29122.85,12,3,self_employed,phd,1
40,55300.99,8583.24,10,6,employed,bachelor,1
24,30606.69,13029.02,4,2,employed,master,1
40,39989.49,28127.25,4,8,unemployed,phd,0
36,52121.96,13866.06,13,1,employed,master,0
19,33281.65,13693.31,7,7,employed,bachelor,1
28,67595.04,5174.62,2,2,unemployed,master,0
45,74804.46,1921.33,4,5,self_employed,bachelor,1
37,49011.46,13668.91,3,1,self_employed,secondary,1
69,51259.45,17902.48,6,7,employed,bachelor,1
42,70748.6,17444.2,5,5,employed,master,1
67,45720.1,11149.91,8,6,self_employed,master,0
52,44345.32,15162.06,4,4,employed,bachelor,0
20,83929.97,1000.0,9,1,employed,master,0
28,77683.75,18681.34,7,6,employed,bachelor,1
54,72031.0,16291.25,14,7,self_employed,bachelor,1
46,78512.89,30789.29,12,6,employed,secondary,1
33,20454.43,15059.84,4,3,unemployed,secondary,0
45,87076.71,7458.65,0,7,employed,secondary,0
64,67841.24,14594.21,8,5,employed,master,0
38,80215.63,12377.6,5,2,unemployed,phd,0
20,67743.24,18477.66,13,2,unemployed,secondary,0
34,60978.5,15215.14,6,3,self_employed,secondary,1
66,54493.82,4920.43,4,1,unemployed,secondary,0
57,67342.89,1914.05,5,7,employed,master,0
61,53765.04,17103.27,12,1,employed,bachelor,1
65,77357.52,26064.92,1,1,employed,bachelor,1
24,28270.87,15634.78,14,2,employed,secondary,1
32,49168.48,21506.38,3,3,self_employed,secondary,1
21,100896.46,23102.47,12,1,self_employed,master,1
18,47478.39,17134.33,8,6,employed,bachelor,0
61,55226.33,8484.07,8,2,employed,secondary,0
66,42348.38,16562.46,3,8,unemployed,secondary,0
26,66716.91,24656.58,10,6,employed,secondary,1
55,45274.7,19239.12,9,1,employed,secondary,1
45,56287.78,20985.96,7,4,employed,secondary,1
21,76977.33,11299.63,6,2,employed,bachelor,1
65,46024.73,13381.17,8,9,employed,secondary,1
63,75772.22,14050.18,7,6,employed,bachelor,0
47,76444.59,14589.3,14,8,employed,bachelor,1
54,81099.12,24343.67,0,4,employed,secondary,0
38,62810.82,1000.0,3,2,employed,bachelor,1
59,124825.18,15244.31,12,3,employed,master,1
41,81090.67,14364.03,11,4,employed,secondary,0
69,66497.55,4027.99,5,7,employed,master,1
21,42481.51,20374.14,7,4,unemployed,secondary,0
26,58058.82,9204.0,0,9,self_employed,secondary,1
68,88526.54,12143.74,2,4,employed,secondary,1
33,94190.69,29790.26,14,3,employed,bachelor,0
34,89566.58,23079.79,9,5,self_employed,bachelor,0
59,75703.85,19595.9,0,2,employed,master,1
27,34886.8,18046.22,11,7,self_employed,secondary,0
44,69743.24,13682.56,6,1,unemployed,bachelor,0
32,35171.95,30995.02,8,6,employed,secondary,0
28,30250.58,21417.34,12,4,employed,secondary,1
68,64783.17,9003.6,12,4,employed,bachelor,1
28,70463.99,3799.18,2,6,employed,secondary,1
22,78067.54,19534.7,5,7,employed,bachelor,1
53,69942.72,14553.05,4,9,self_employed,bachelor,1
63,70631.72,3568.49,13,3,employed,bachelor,1
24,40306.95,18428.69,11,8,self_employed,bachelor,1
54,57900.47,12847.78,9,8,self_employed,secondary,1
46,29857.66,19245.32,0,9,employed,secondary,0
61,19932.62,18533.92,12,9,unemployed,bachelor,1
24,74812.85,10133.89,8,8,self_employed,secondary,0
68,44937.51,20062.76,4,3,employed,secondary,1
50,77449.97,11016.76,6,7,unemployed,secondary,1
61,82166.95,11536.95,6,8,self_employed,bachelor,1
36,47613.65,10741.83,4,3,employed,bachelor,0
67,71806.22,24047.8,13,8,employed,secondary,1
50,46776.87,12755.42,13,7,employed,secondary,1
24,23082.42,25979.55,0,5,self_employed,secondary,0
65,62466.19,29267.88,14,8,unemployed,secondary,1
59,50582.52,9090.25,6,1,employed,master,1
33,51198.22,1000.0,11,7,employed,secondary,1
46,99506.86,23356.08,11,8,employed,secondary,1
38,29482.86,12264.22,8,1,self_employed,master,1
46,67657.42,8070.51,11,4,employed,bachelor,1
68,40103.86,10290.26,10,5,employed,secondary,1
64,78165.23,11681.49,12,2,employed,master,1
29,65968.62,25377.54,6,8,self_employed,bachelor,1
68,67586.89,16279.29,11,6,employed,master,1
40,41102.21,25268.79,14,3,employed,master,1
54,44688.24,18953.76,14,4,employed,bachelor,1
57,78545.01,12526.15,2,2,employed,secondary,1
43,95415.95,11877.14,7,1,employed,bachelor,0
41,69606.16,19492.87,7,7,employed,secondary,1
41,42051.59,21563.41,9,9,self_employed,bachelor,1
62,66778.77,22974.34,9,3,employed,master,0
38,108549.44,12907.69,12,3,employed,secondary,1
32,62048.46,16401.65,7,7,employed,master,1
36,89236.82,19672.32,10,5,employed,bachelor,0
28,45193.41,11928.28,13,2,employed,secondary,1
38,59158.28,5920.48,1,7,employed,master,1
23,72391.3,8549.83,9,2,employed,bachelor,0
22,67946.57,13071.72,5,2,employed,bachelor,1
55,44672.23,20297.66,13,5,unemployed,bachelor,0
22,43809.65,25071.82,8,7,employed,secondary,1
47,79765.69,4151.62,9,5,employed,secondary,1
58,83831.02,10221.24,11,6,unemployed,bachelor,1
55,90242.87,12137.1,3,3,employed,master,0
41,96078.61,21357.74,8,5,self_employed,bachelor,1
28,62692.39,10775.12,11,7,employed,master,1
66,53776.02,11562.14,11,5,self_employed,master,1
61,87019.82,3704.06,3,3,unemployed,secondary,1
49,74261.39,18867.26,12,9,employed,master,1
22,40350.89,13708.81,2,1,unemployed,master,0
19,39327.29,9767.64,3,9,employed,secondary,0
34,69838.6,12923.89,12,7,self_employed,bachelor,1
26,56454.51,24015.96,9,2,employed,bachelor,1
62,59471.4,6960.9,8,3,employed,phd,1
28,81450.67,8266.72,8,4,employed,phd,1
32,75180.74,25018.02,14,9,unemployed,bachelor,1
68,86597.46,15606.2,3,5,self_employed,master,0
60,21369.28,20358.03,4,3,unemployed,bachelor,0
29,65067.96,18214.02,7,9,employed,master,1
37,73893.77,14717.32,12,2,employed,bachelor,0
44,29468.28,12213.61,8,8,employed,master,1
52,46902.09,21652.46,10,8,employed,phd,1
66,43190.3,24298.69,12,4,employed,secondary,0
63,60433.96,23673.51,13,1,unemployed,phd,1
68,92557.08,5516.23,6,8,unemployed,bachelor,0
20,100451.79,25439.29,6,9,employed,secondary,0
30,43714.25,12136.52,1,4,employed,secondary,1
47,70531.15,8959.76,1,2,self_employed,bachelor,0
20,71175.96,13645.38,7,3,self_employed,secondary,0
36,67752.52,21649.03,11,2,self_employed,secondary,1
25,67979.59,19323.71,12,6,employed,bachelor,1
66,66074.85,12956.91,6,5,employed,secondary,0
21,93751.4,21701.33,8,4,employed,bachelor,0
25,82049.33,16118.88,12,6,unemployed,master,1
28,38796.92,10416.23,4,6,self_employed,secondary,0
25,75914.42,9335.72,2,1,unemployed,bachelor,0
47,77847.47,18281.88,13,4,employed,secondary,1
36,66299.35,14339.86,8,8,employed,master,1
65,82628.49,3995.96,2,8,employed,bachelor,1
31,63761.48,21777.29,3,8,unemployed,master,0
45,64009.35,11157.8,4,9,employed,bachelor,1
52,62424.81,27736.96,3,1,self_employed,master,0
50,19635.12,3776.08,6,3,employed,bachelor,1
59,58392.03,13554.33,12,5,employed,bachelor,1
28,46634.99,9400.18,11,5,employed,secondary,1
44,36271.04,7196.62,13,8,employed,bachelor,1
59,88680.37,11105.67,12,7,self_employed,bachelor,0
62,70084.15,29164.54,4,7,unemployed,bachelor,0
50,59403.38,16146.96,0,2,self_employed,secondary,0
51,48703.93,8666.34,2,7,employed,bachelor,0
62,65923.39,1000.0,11,8,self_employed,bachelor,1
50,79828.72,1229.1,5,7,employed,bachelor,1
67,43460.68,10708.29,10,6,self_employed,bachelor,1
24,59903.43,9930.5,6,1,self_employed,bachelor,0
36,77361.33,13207.59,13,2,employed,bachelor,0
23,21279.98,1000.0,7,7,employed,bachelor,1
22,58848.6,14266.55,13,8,employed,master,1
42,51414.17,23221.84,3,8,employed,master,1
29,57323.4,27982.73,11,4,unemployed,secondary,1
39,49967.43,1000.0,7,6,self_employed,secondary,1
40,62752.49,8588.86,2,2,employed,bachelor,1
50,98472.54,8166.13,3,6,employed,master,1
67,53521.55,16165.77,4,2,self_employed,secondary,0
62,65834.22,5241.82,2,8,employed,bachelor,1
37,99894.93,28458.11,14,8,employed,secondary,1
34,48999.69,15348.18,3,1,self_employed,master,1
58,96293.51,14014.83,8,9,employed,secondary,0
24,60106.46,27741.71,8,8,employed,master,1
46,95637.92,14871.62,8,4,employed,bachelor,1
39,75004.02,18202.43,9,5,employed,master,0
27,66142.17,8993.61,13,1,unemployed,phd,0
50,58687.39,4035.98,14,9,self_employed,bachelor,1
34,47519.17,10117.11,13,1,unemployed,bachelor,1
27,61515.83,32495.81,6,9,unemployed,bachelor,0
51,77947.23,20064.17,10,6,employed,master,1
27,59737.77,17196.28,2,9,employed,bachelor,0
52,53667.54,7189.01,13,4,self_employed,secondary,1
26,54984.35,22290.01,2,9,employed,phd,0
40,79849.53,4138.45,1,4,unemployed,secondary,0
60,84503.23,2463.55,12,4,employed,phd,1
29,46656.99,10528.9,11,4,employed,secondary,0
57,46628.24,30635.93,2,9,self_employed,bachelor,0
55,67587.18,30183.15,14,5,unemployed,phd,1
64,90550.64,11390.1,1,5,self_employed,bachelor,1
26,82919.81,9606.41,0,6,employed,bachelor,1
55,34962.96,1877.1,14,6,employed,secondary,1
66,54718.48,15624.25,3,5,employed,secondary,1
57,41387.93,16296.1,3,4,self_employed,secondary,0
27,54649.75,21316.45,11,2,employed,bachelor,1
60,92088.2,22285.66,9,9,self_employed,bachelor,0
23,31547.99,13420.62,7,5,employed,secondary,0
48,27622.69,19448.22,14,9,employed,bachelor,1
43,43428.92,9394.89,1,5,unemployed,master,0
45,65746.21,19296.34,13,6,employed,master,1
45,72415.1,10942.14,4,5,self_employed,bachelor,1
19,68748.97,18675.67,9,9,employed,phd,0
44,83513.71,18028.01,4,1,unemployed,bachelor,1
66,24738.29,15550.43,4,5,employed,secondary,1
40,83766.73,21356.32,4,2,employed,bachelor,0
32,53758.09,2436.81,8,8,unemployed,master,1
69,74629.89,6480.67,13,5,self_employed,secondary,1
23,33531.49,12839.52,1,9,employed,secondary,0
43,60099.13,3453.89,9,3,employed,phd,1
44,64725.42,11745.08,12,2,employed,bachelor,1
42,83115.02,12002.96,11,6,unemployed,master,0
65,28294.91,25477.47,14,2,self_employed,bachelor,0
39,60615.05,16140.27,0,4,unemployed,bachelor,0
68,38295.29,23235.44,5,3,unemployed,secondary,0
21,70109.92,17413.4,6,2,employed,master,1
56,75544.33,10714.66,8,2,self_employed,secondary,1
48,85743.4,16069.73,4,6,self_employed,secondary,0
30,49299.41,20835.41,3,7,self_employed,phd,0
29,78544.53,24547.21,12,4,self_employed,secondary,0
55,87218.03,13941.52,3,3,employed,secondary,1
51,27135.06,1819.91,14,2,unemployed,secondary,0
49,72246.9,1257.58,0,7,self_employed,master,1
20,79170.23,12388.7,6,8,unemployed,phd,1
49,54825.47,1000.0,9,5,employed,secondary,1
69,35784.53,29360.84,14,4,employed,bachelor,1
18,78859.12,19775.47,11,6,self_employed,bachelor,0
42,36009.82,9914.66,0,9,self_employed,bachelor,0
43,56432.97,6122.82,11,9,employed,secondary,1
64,59197.52,23224.95,4,2,employed,secondary,1
32,74310.76,6090.9,12,5,self_employed,bachelor,0
42,47467.37,6854.19,11,8,unemployed,secondary,1
55,46308.33,8872.43,2,6,employed,master,0
21,61978.31,15912.7,5,8,employed,secondary,0
59,80127.81,19966.38,12,9,employed,master,1
60,105749.0,24541.38,13,1,employed,bachelor,1
55,29850.38,23359.77,9,6,employed,bachelor,0
51,66306.84,15006.19,3,5,employed,master,1
56,38269.3,23164.18,5,3,self_employed,secondary,0
58,80376.22,9632.0,11,6,employed,secondary,1
64,41229.11,1000.0,8,1,employed,bachelor,1
40,46507.04,9630.95,3,5,unemployed,master,0
41,48214.58,8549.92,4,4,employed,master,0
51,58476.02,9944.1,2,4,self_employed,bachelor,1
28,66463.95,7325.0,7,6,employed,master,1
62,69674.03,11311.12,6,9,self_employed,secondary,0
58,59884.65,19960.14,8,9,self_employed,secondary,1
50,33402.18,28722.06,14,7,employed,secondary,1
33,74555.72,1197.23,9,3,self_employed,master,1
36,58940.83,4698.12,8,9,self_employed,bachelor,0
40,83234.7,8668.43,5,9,employed,bachelor,1
52,45845.22,21125.94,9,8,self_employed,bachelor,0
58,27954.51,13360.42,14,8,employed,secondary,0
52,59319.48,9207.13,0,8,employed,secondary,0
66,85919.05,20733.86,5,7,unemployed,secondary,0
67,63218.84,22651.12,0,7,employed,secondary,1
54,56006.6,14849.92,3,6,employed,bachelor,0
37,42593.06,8470.25,1,6,employed,secondary,1
49,95155.33,17162.24,8,4,unemployed,master,1
40,39407.95,13133.85,12,8,employed,master,1
50,45492.11,13071.89,14,6,employed,master,1
60,71400.68,10900.8,3,6,self_employed,secondary,1
37,22879.59,22399.87,10,7,self_employed,bachelor,0
44,85491.81,16999.04,4,1,employed,secondary,0
20,72483.86,23285.61,4,9,unemployed,secondary,0
56,77984.62,25690.61,9,6,employed,bachelor,1
43,71162.34,18671.85,10,9,self_employed,bachelor,1
41,56777.53,10948.18,8,1,self_employed,bachelor,0
45,38737.03,23322.61,1,3,employed,master,1
29,57198.49,18725.32,6,9,unemployed,secondary,0
49,40495.27,35826.94,4,7,employed,master,0
56,69723.11,17480.82,0,6,employed,secondary,0
36,76135.6,20581.5,0,4,employed,phd,1
24,89536.17,17323.39,6,6,employed,bachelor,1
38,67435.35,14207.21,1,5,unemployed,secondary,0
28,78491.51,12929.67,11,2,employed,bachelor,1
37,54057.11,17353.95,0,6,unemployed,secondary,1
50,50434.46,19169.41,3,5,employed,master,1
23,69473.44,24235.1,14,3,unemployed,secondary,0
56,52270.54,17470.8,10,4,self_employed,master,1
29,65383.72,11296.89,8,7,employed,secondary,1
64,38776.16,12385.17,0,7,employed,phd,1
56,42367.45,4416.5,0,5,self_employed,secondary,1
32,72708.19,28289.71,13,6,employed,bachelor,0
47,77733.8,10670.61,11,3,employed,master,1
23,40286.88,22739.52,14,5,self_employed,secondary,1
23,73412.29,17212.41,12,6,unemployed,secondary,0
67,49345.29,17429.85,0,3,self_employed,bachelor,1
59,60330.1,14060.42,12,2,unemployed,bachelor,0
26,88338.89,8697.61,6,5,employed,master,1
32,76149.74,7251.72,10,9,self_employed,secondary,0
28,75917.44,28827.72,6,5,employed,master,0
38,98175.81,15911.69,10,9,self_employed,master,1
33,45922.41,24002.14,12,8,self_employed,master,1
35,40282.5,26079.26,14,7,employed,secondary,0
45,45557.55,11713.22,8,9,unemployed,secondary,1
27,54909.98,18388.05,4,4,employed,phd,1
63,12908.99,15360.09,9,7,self_employed,bachelor,0
55,55851.44,5742.29,7,2,employed,bachelor,0
57,49108.59,13516.16,3,3,employed,master,1
26,75675.2,19700.05,10,6,employed,secondary,1
54,67048.39,11007.77,1,1,unemployed,master,0
61,47986.07,12401.25,6,7,employed,bachelor,1
27,71799.22,13613.07,10,9,self_employed,master,1
57,74465.26,31892.23,13,1,employed,master,1
36,44629.08,1000.0,9,9,unemployed,bachelor,0
58,50139.51,19013.15,14,1,self_employed,secondary,1
42,15492.74,12973.29,12,2,employed,master,1
59,38186.8,9874.76,3,7,employed,master,0
25,45150.61,12776.99,12,7,self_employed,bachelor,0
38,61483.32,20339.01,5,9,employed,phd,1
32,41092.35,20796.19,9,4,employed,secondary,0
30,49730.96,16488.14,3,6,employed,bachelor,1
34,35493.39,23741.93,8,2,employed,phd,1
37,63422.28,25150.66,10,7,unemployed,bachelor,1
24,68514.29,21531.01,13,9,unemployed,master,1
54,68047.31,10630.46,14,6,self_employed,master,1
46,60247.22,18955.53,12,9,employed,bachelor,1
61,29178.54,18993.61,8,4,unemployed,secondary,1
54,47600.93,8474.95,13,9,self_employed,master,1
25,51853.87,2444.49,1,5,unemployed,bachelor,0
21,51934.09,1000.0,14,2,employed,bachelor,1
39,61499.62,15558.84,3,4,employed,bachelor,1
43,88510.83,17384.32,6,5,self_employed,secondary,0
30,76241.92,5545.75,13,1,unemployed,secondary,1
58,40249.64,23368.26,10,9,employed,bachelor,1
48,73568.06,16217.75,12,3,employed,master,1
56,72806.05,25795.62,10,7,employed,bachelor,1
23,43878.65,17964.29,9,9,unemployed,secondary,0
60,76977.32,6469.33,2,4,self_employed,bachelor,0
28,56792.47,18666.25,14,6,unemployed,master,0
41,31800.93,20360.89,9,5,self_employed,secondary,0
40,69104.05,10619.01,10,7,unemployed,bachelor,0
60,64339.24,3463.26,6,1,employed,bachelor,1
32,55446.45,15802.37,14,4,employed,bachelor,1
30,59250.94,6993.24,6,6,self_employed,bachelor,0
35,45618.29,23967.1,2,1,self_employed,master,0
36,72202.61,11742.59,2,8,employed,secondary,0
27,59130.99,28796.81,10,6,employed,secondary,1
27,63328.98,1000.0,11,1,self_employed,secondary,0
30,67142.84,16078.36,3,1,self_employed,bachelor,0
42,36908.29,26435.14,10,2,employed,master,0
35,42114.34,7877.57,14,6,unemployed,bachelor,0
38,15801.11,13726.39,7,5,employed,phd,1
55,71294.85,11775.71,14,5,employed,bachelor,0
30,35755.8,9529.86,2,6,employed,secondary,1
65,62651.39,16956.98,6,5,employed,secondary,1
57,67419.76,4636.63,8,4,employed,bachelor,1
27,72047.06,14112.25,5,1,self_employed,bachelor,1
34,35919.66,19127.95,1,1,self_employed,bachelor,0
27,58696.77,13279.25,6,7,employed,bachelor,1
32,93405.61,6998.37,5,7,unemployed,bachelor,1
37,94286.29,23241.48,3,3,unemployed,secondary,0
24,79746.46,20842.06,5,3,employed,bachelor,0
18,66749.86,6670.5,6,4,employed,bachelor,1
40,39897.87,4647.14,13,6,employed,master,0
54,74372.43,7384.6,7,6,self_employed,secondary,1
33,56839.58,19362.19,6,6,employed,master,0
62,71210.57,17204.58,5,1,self_employed,secondary,1
37,47343.13,21320.66,8,4,self_employed,secondary,0
64,56541.34,12390.8,4,7,self_employed,master,1
30,63282.95,7602.13,13,6,employed,phd,1
46,64925.56,22350.77,6,8,employed,master,1
57,69874.45,10572.41,6,7,employed,secondary,0
21,48416.1,16492.38,0,9,self_employed,secondary,1
66,33134.31,2600.6,13,6,self_employed,master,1
36,92495.7,10441.52,7,6,self_employed,master,1
43,109785.08,23075.17,2,6,self_employed,bachelor,1
50,68948.41,9269.8,2,3,employed,secondary,1
51,33520.16,21516.03,5,4,employed,bachelor,0
19,44536.1,1000.0,11,2,employed,secondary,0
63,70182.35,10524.87,1,4,employed,secondary,0
50,86822.31,13629.16,1,2,employed,bachelor,1
69,35742.19,28940.32,8,5,employed,secondary,1
42,57513.34,5647.5,7,9,self_employed,bachelor,1
49,63918.64,20367.95,14,5,employed,bachelor,1
40,77291.57,23455.45,11,7,employed,bachelor,0
64,53127.98,9228.08,9,4,employed,bachelor,1
61,28723.71,12011.81,5,9,employed,master,1
65,72423.95,16133.03,9,2,employed,bachelor,0
44,82495.92,3148.12,8,8,employed,master,1
59,58348.17,11359.17,4,7,employed,bachelor,1
36,68104.8,25208.9,5,8,unemployed,bachelor,0
41,50510.18,19181.24,13,2,employed,phd,1
57,43084.54,13745.99,8,9,employed,secondary,0
22,80528.51,15904.58,7,9,employed,secondary,1
54,67749.92,19647.24,11,3,employed,master,1
18,69807.37,21179.28,4,6,employed,bachelor,1
48,90042.3,10548.69,3,6,employed,secondary,1
42,38903.15,27277.77,14,1,unemployed,phd,1
42,48959.47,25530.79,12,5,unemployed,secondary,1
43,63158.67,20418.06,6,6,self_employed,bachelor,1
43,48713.74,8256.32,14,2,employed,master,1
39,75662.73,6838.21,5,4,employed,master,1
41,56252.02,12387.17,10,6,employed,bachelor,1
47,40149.34,15486.12,0,9,self_employed,secondary,0
57,61315.43,1000.0,10,1,employed,master,1
46,63406.78,18957.55,2,9,self_employed,master,1
51,78693.64,25299.7,3,8,employed,secondary,0
61,67862.82,19611.79,12,8,employed,secondary,1
69,69222.93,9591.58,3,1,employed,bachelor,0
23,66405.83,8644.77,7,6,employed,secondary,1
55,56235.55,17398.82,13,4,self_employed,master,1
29,45675.62,13773.57,14,9,employed,master,1
28,65776.77,18544.33,6,7,employed,secondary,1
59,53337.5,19813.77,1,6,employed,master,0
21,93796.45,23735.12,4,1,unemployed,master,0
62,86843.65,5943.01,9,8,employed,bachelor,1
58,72656.78,16772.95,5,5,self_employed,phd,1
69,67569.34,12092.2,10,2,employed,secondary,1
52,58240.82,14210.92,14,8,self_employed,master,1
63,34777.53,21915.27,9,9,self_employed,secondary,1
24,55676.56,22785.01,9,5,employed,bachelor,1
64,62028.0,26187.55,7,6,employed,bachelor,1
26,64589.13,18404.72,2,6,employed,secondary,1
34,69390.73,14119.87,8,3,employed,bachelor,1
24,78426.6,12976.97,13,7,self_employed,bachelor,1
38,46156.92,1121.96,10,9,employed,bachelor,1
56,46338.49,25717.88,11,9,employed,bachelor,1
31,89017.13,12424.81,12,7,self_employed,secondary,1
60,75419.63,19047.18,5,4,unemployed,secondary,0
49,52184.58,20431.97,5,9,employed,secondary,1
50,57855.78,5037.48,14,9,self_employed,phd,1
66,57945.72,7613.23,6,1,employed,master,1
40,60631.48,27376.16,11,4,self_employed,bachelor,1
35,69453.66,17323.48,9,5,employed,bachelor,1
